student_id,teacher_id,day,hifz,murajaah
5,-1,1,,7.0
5,-1,2,,3.0
5,-1,3,,10.0
5,-1,4,,9.0
5,-1,5,,15.0
5,-1,6,,10.0
5,-1,7,,0.0
5,-1,8,,20.0
5,-1,9,,7.0
5,-1,10,,10.0
5,-1,11,,10.0
5,-1,12,,25.0
5,-1,13,,16.0
5,-1,14,,19.0
5,-1,15,,0.0
5,-1,16,,0.0
5,-1,17,,10.0
5,-1,18,,8.0
5,-1,19,,0.0
5,-1,20,,14.0
5,-1,21,,12.0
5,-1,22,,10.0
5,-1,23,,10.0
5,-1,24,,20.0
5,-1,25,,11.0
5,-1,26,,14.0
5,-1,27,,15.0
5,-1,28,,19.0
5,-1,29,,7.0
5,-1,30,,0.0
25,-1,1,,2.0
25,-1,2,,3.0
25,-1,3,,4.0
25,-1,4,,2.0
25,-1,5,,1.0
25,-1,6,,3.0
25,-1,7,,0.0
25,-1,9,,1.0
25,-1,10,,0.0
25,-1,11,,1.0
25,-1,12,,2.0
25,-1,18,,4.0
25,-1,19,,0.0
25,-1,20,,2.0
25,-1,21,,2.0
25,-1,22,,1.0
25,-1,26,,2.0
25,-1,27,,3.0
25,-1,28,,3.0
25,-1,29,,2.0
25,-1,30,,0.0
46,-1,1,,30.0
46,-1,2,,14.0
46,-1,3,,10.0
46,-1,4,,5.0
46,-1,5,,6.0
46,-1,6,,9.0
46,-1,7,,0.0
46,-1,10,,0.0
46,-1,11,,6.0
46,-1,12,,6.0
46,-1,13,,5.0
46,-1,15,,0.0
46,-1,16,,0.0
46,-1,17,,9.0
46,-1,18,,4.0
46,-1,19,,0.0
46,-1,20,,6.0
46,-1,21,,8.0
46,-1,22,,7.0
46,-1,23,,0.0
46,-1,24,,0.0
46,-1,26,,5.0
46,-1,27,,3.0
46,-1,28,,8.0
46,-1,29,,2.0
46,-1,30,,0.0
47,-1,1,,9.0
47,-1,4,,9.0
47,-1,6,,11.0
47,-1,7,,0.0
47,-1,8,,0.0
47,-1,10,,0.0
47,-1,14,,6.0
47,-1,15,,0.0
47,-1,18,,4.0
47,-1,19,,0.0
47,-1,21,,10.0
47,-1,22,,8.0
47,-1,24,,0.0
47,-1,25,,8.0
47,-1,26,,11.0
47,-1,27,,5.0
47,-1,28,,7.0
4,-1,7,,0.0
4,-1,20,,3.0
4,-1,24,,0.0
4,-1,25,,10.0
4,-1,26,,2.0
4,-1,28,,8.0
4,-1,29,,4.0
13,-1,1,,8.0
13,-1,2,,3.0
13,-1,3,,5.0
13,-1,5,,0.0
13,-1,6,,0.0
13,-1,7,,0.0
13,-1,8,,0.0
13,-1,9,,3.0
13,-1,10,,0.0
13,-1,14,,4.0
13,-1,16,,0.0
13,-1,18,,0.0
13,-1,19,,0.0
13,-1,20,,10.0
13,-1,22,,0.0
13,-1,23,,0.0
13,-1,25,,2.0
13,-1,28,,4.0
13,-1,29,,6.0
35,-2,2,0.0,
35,-2,3,,20.0
35,-2,4,,20.0
35,-2,5,,10.0
35,-2,6,,20.0
35,-2,7,,0.0
35,-2,8,,1.0
35,-2,10,,0.0
35,-2,11,,10.0
35,-2,12,,10.0
35,-2,13,,10.0
35,-2,14,,10.0
35,-2,15,,0.0
35,-2,16,,0.0
35,-2,17,,10.0
35,-2,18,,9.0
35,-2,19,,0.0
35,-2,21,,6.0
35,-2,22,,5.0
35,-2,24,,5.0
35,-2,25,,5.0
35,-2,26,,10.0
35,-2,27,,5.0
35,-2,28,,7.0
35,-2,29,,0.0
53,-2,2,0.0,
53,-2,3,,2.0
53,-2,4,,20.0
53,-2,5,,10.0
53,-2,6,,4.0
53,-2,7,,0.0
53,-2,8,,5.0
53,-2,10,,0.0
53,-2,11,,0.0
53,-2,12,,3.0
53,-2,13,,0.0
53,-2,14,,7.0
53,-2,15,,0.0
53,-2,16,,0.0
53,-2,17,,6.0
53,-2,18,,4.0
53,-2,19,,0.0
53,-2,21,,3.0
53,-2,22,,6.0
53,-2,23,,0.0
53,-2,24,,6.0
53,-2,25,,5.0
53,-2,26,,8.0
53,-2,27,,4.0
53,-2,28,,2.0
53,-2,29,,0.0
27,-2,1,,15.0
27,-2,2,,20.0
27,-2,3,,30.0
27,-2,4,,10.0
27,-2,7,,0.0
27,-2,8,,20.0
27,-2,9,,20.0
27,-2,10,,0.0
27,-2,11,,20.0
27,-2,12,,20.0
27,-2,13,,20.0
27,-2,14,,20.0
27,-2,16,,0.0
27,-2,17,,6.0
27,-2,21,,2.0
27,-2,22,,9.0
27,-2,23,,0.0
27,-2,24,,10.0
27,-2,25,,6.0
27,-2,26,,10.0
27,-2,27,,5.0
27,-2,28,,6.0
27,-2,29,,0.0
27,-2,30,,0.0
40,-2,1,,10.0
40,-2,2,,6.0
40,-2,3,,4.0
40,-2,4,,4.0
40,-2,5,,2.0
40,-2,6,,8.0
40,-2,7,,0.0
40,-2,8,,0.0
40,-2,9,,4.0
40,-2,10,,0.0
40,-2,11,,20.0
40,-2,12,,10.0
40,-2,13,,10.0
40,-2,14,,10.0
40,-2,15,,0.0
40,-2,16,,0.0
40,-2,17,,10.0
40,-2,18,,4.0
40,-2,19,,0.0
40,-2,20,,5.0
40,-2,21,,5.0
40,-2,22,,4.0
40,-2,23,,0.0
40,-2,24,,20.0
40,-2,25,,10.0
40,-2,26,,10.0
40,-2,27,,5.0
40,-2,28,,10.0
40,-2,29,,0.0
40,-2,30,,0.0
19,-2,1,,10.0
19,-2,2,,10.0
19,-2,3,,10.0
19,-2,4,,20.0
19,-2,5,,3.0
19,-2,6,,3.0
19,-2,7,,0.0
19,-2,10,,0.0
19,-2,11,,5.0
19,-2,12,,5.0
19,-2,13,,20.0
19,-2,14,,20.0
19,-2,15,,0.0
19,-2,16,,0.0
19,-2,17,,10.0
19,-2,18,,10.0
19,-2,19,,0.0
19,-2,20,,10.0
19,-2,21,,10.0
19,-2,22,,10.0
19,-2,23,,0.0
19,-2,24,,10.0
19,-2,25,,6.0
19,-2,26,,6.0
19,-2,27,,1.0
19,-2,28,,6.0
19,-2,29,,0.0
19,-2,30,,0.0
22,-2,1,,3.0
22,-2,2,,4.0
22,-2,3,,6.0
22,-2,4,,3.0
22,-2,5,,7.0
22,-2,6,,10.0
22,-2,7,,0.0
22,-2,8,,10.0
