student_id,teacher_id,day,hifz,murajaah
1,-1,4,,3.0
1,-1,5,0.0,
1,-1,6,4.0,
1,-1,7,1.0,
1,-1,8,,8.0
1,-1,9,0.0,
1,-1,13,4.0,
1,-1,14,,0.0
1,-1,15,,0.0
1,-1,16,,18.0
1,-1,17,,20.0
1,-1,18,,0.0
1,-1,19,,8.0
1,-1,20,,16.0
1,-1,21,,20.0
1,-1,22,,20.0
1,-1,23,,7.0
1,-1,24,,11.0
1,-1,25,,12.0
1,-1,26,,10.0
1,-1,27,,60.0
1,-1,28,,20.0
1,-1,29,,0.0
1,-1,30,,0.0
2,-1,4,,2.0
2,-1,5,,2.0
2,-1,6,,1.0
2,-1,7,,4.0
2,-1,8,,3.0
2,-1,9,,0.0
2,-1,13,,11.0
2,-1,14,,0.0
2,-1,15,,0.0
2,-1,16,,5.0
2,-1,17,,5.0
2,-1,18,,0.0
2,-1,19,,3.0
2,-1,20,,5.0
2,-1,21,,5.0
2,-1,22,,8.0
2,-1,23,,6.0
2,-1,24,,5.0
2,-1,25,,1.0
2,-1,26,,5.0
2,-1,27,,8.0
2,-1,28,,7.0
2,-1,29,,2.0
2,-1,30,,0.0
4,-1,4,,1.0
4,-1,5,,3.0
4,-1,6,,1.0
4,-1,7,,0.0
4,-1,8,0.5,
4,-1,9,,0.0
4,-1,20,,7.0
4,-1,21,,4.0
4,-1,22,,9.0
4,-1,23,,6.0
4,-1,24,,3.0
4,-1,25,,2.0
4,-1,27,,4.0
4,-1,28,,10.0
4,-1,29,,4.0
4,-1,30,,0.0
5,-1,4,,4.0
5,-1,5,,2.0
5,-1,6,1.0,
5,-1,7,1.0,
5,-1,8,,8.0
5,-1,9,,0.0
5,-1,13,,12.0
5,-1,14,,0.0
5,-1,15,,0.0
5,-1,16,,20.0
5,-1,17,,12.0
5,-1,18,,0.0
5,-1,19,,12.0
5,-1,20,,7.0
5,-1,21,,16.0
5,-1,22,,17.0
5,-1,23,,13.0
5,-1,24,,6.0
5,-1,25,,12.0
5,-1,26,,8.0
5,-1,27,,5.0
5,-1,29,,36.0
5,-1,30,,0.0
6,-1,4,,0.0
6,-1,5,,5.0
6,-1,13,0.0,
6,-1,14,,0.0
6,-1,15,,0.0
6,-1,16,,20.0
6,-1,17,,10.0
6,-1,18,,0.0
6,-1,20,,12.0
7,-1,13,,2.0
7,-1,18,,0.0
7,-1,19,,0.0
7,-1,20,,11.0
7,-1,21,,10.0
7,-1,24,,6.0
7,-1,25,,7.0
7,-1,26,,18.0
7,-1,27,,4.0
7,-1,28,,10.0
7,-1,30,,0.0
8,-1,5,0.5,
8,-1,6,1.0,
8,-1,15,,0.0
8,-1,16,,20.0
8,-1,17,,16.0
8,-1,18,,0.0
8,-1,20,,7.0
8,-1,21,,20.0
8,-1,22,,20.0
8,-1,23,,20.0
8,-1,25,,11.0
8,-1,27,,6.0
8,-1,28,,0.0
8,-1,29,,16.0
8,-1,30,,0.0
9,-1,4,,2.0
9,-1,5,,2.0
9,-1,6,1.0,
9,-1,7,0.5,
9,-1,13,,9.0
9,-1,14,0.0,0.0
9,-1,15,,0.0
9,-1,16,,20.0
9,-1,17,,12.0
9,-1,18,,0.0
9,-1,19,,13.0
9,-1,20,,12.0
9,-1,21,,20.0
9,-1,22,,20.0
9,-1,23,,13.0
9,-1,24,,10.0
9,-1,25,,10.0
9,-1,26,,4.0
9,-1,27,,30.0
9,-1,28,,60.0
9,-1,29,,20.0
9,-1,30,,0.0
10,-1,4,,0.0
10,-1,5,,0.0
10,-1,6,,0.0
10,-1,7,,0.0
10,-1,8,,0.0
10,-1,9,,0.0
10,-1,14,0.0,0.0
10,-1,15,,0.0
10,-1,16,,0.0
10,-1,18,,0.0
10,-1,21,,0.0
10,-1,22,,0.0
10,-1,23,,0.0
10,-1,24,,0.0
