student_id,teacher_id,day,hifz,murajaah
5,-1,1,,0.0
5,-1,2,,0.0
5,-1,3,,0.0
5,-1,4,1.0,
5,-1,5,1.0,
5,-1,6,,0.0
5,-1,7,,2.0
5,-1,8,,0.0
5,-1,9,,0.0
5,-1,10,,0.0
5,-1,11,,7.0
5,-1,12,,0.0
5,-1,13,,6.0
5,-1,14,,9.0
5,-1,15,,6.0
5,-1,16,,3.0
5,-1,17,,0.0
5,-1,18,,2.0
5,-1,19,,2.0
5,-1,20,,3.0
5,-1,21,,6.0
5,-1,22,0.5,
5,-1,23,,0.0
5,-1,24,,0.0
5,-1,25,,4.0
5,-1,26,,7.0
5,-1,27,,8.0
5,-1,28,,0.0
5,-1,29,,0.0
5,-1,30,,0.0
9,-1,1,,0.0
9,-1,2,,0.0
9,-1,3,,0.0
9,-1,4,1.0,
9,-1,5,1.0,
9,-1,6,1.0,
9,-1,7,1.0,
9,-1,8,,0.0
9,-1,9,,0.0
9,-1,10,,0.0
9,-1,11,,2.0
9,-1,18,1.0,
9,-1,19,1.0,
9,-1,20,0.5,
9,-1,21,1.0,
9,-1,22,,2.0
9,-1,23,,0.0
9,-1,24,,0.0
9,-1,25,,0.0
9,-1,26,,3.0
9,-1,28,,0.0
9,-1,29,,0.0
9,-1,30,,0.0
46,-1,1,,0.0
46,-1,2,,0.0
46,-1,6,1.0,
46,-1,7,0.5,
46,-1,9,,0.0
46,-1,10,,0.0
46,-1,11,,4.0
46,-1,12,,0.0
46,-1,13,,3.0
46,-1,14,,5.0
46,-1,19,0.5,
46,-1,20,,1.0
46,-1,21,0.5,
46,-1,22,,0.5
46,-1,23,,0.0
46,-1,24,,0.0
46,-1,25,,7.0
46,-1,26,,5.0
46,-1,28,,0.0
46,-1,30,,0.0
47,-1,3,,0.0
47,-1,5,1.0,
47,-1,7,1.0,
47,-1,12,,0.0
47,-1,13,,6.0
47,-1,14,,0.0
47,-1,19,1.0,
47,-1,21,1.0,
47,-1,22,,4.0
47,-1,23,,0.0
47,-1,25,,3.0
47,-1,26,,2.0
47,-1,29,,0.0
47,-1,30,,0.0
4,-1,3,,0.0
4,-1,5,0.5,
4,-1,6,0.0,
4,-1,7,0.0,
4,-1,10,,0.0
4,-1,13,,0.0
4,-1,19,0.0,
4,-1,20,0.5,
4,-1,25,,8.0
4,-1,26,,5.0
13,-1,4,,0.0
13,-1,6,0.5,
13,-1,7,0.0,
13,-1,8,0.0,
13,-1,9,0.0,
13,-1,10,,2.0
