student_id,teacher_id,day,hifz,murajaah
5,-1,1,0.0,
5,-1,2,1.0,
5,-1,3,2.0,
5,-1,4,0.5,
5,-1,5,,2.0
5,-1,6,1.0,2.0
5,-1,7,,0.0
5,-1,8,,0.0
5,-1,9,,7.0
5,-1,10,,15.0
5,-1,11,,11.0
5,-1,12,,11.0
5,-1,13,,14.0
5,-1,14,,0.0
5,-1,15,,0.0
5,-1,16,1.0,
5,-1,17,1.0,
25,-1,1,0.0,
25,-1,3,1.0,
25,-1,4,1.0,
25,-1,5,,3.0
25,-1,6,1.0,
25,-1,7,,0.0
25,-1,8,,0.0
25,-1,9,,6.0
25,-1,10,,3.0
25,-1,11,,7.0
25,-1,12,,7.0
25,-1,13,,6.0
25,-1,14,,0.0
25,-1,15,,0.0
25,-1,16,,0.0
25,-1,17,1.0,
9,-1,1,0.0,
9,-1,2,0.0,
9,-1,3,0.5,
9,-1,4,0.5,
9,-1,5,1.0,
9,-1,6,1.0,
9,-1,7,,0.0
9,-1,8,,0.0
9,-1,9,,7.0
9,-1,10,,7.0
9,-1,11,,7.0
9,-1,12,,7.0
9,-1,13,,4.0
9,-1,14,,0.0
9,-1,15,,0.0
9,-1,16,1.0,
9,-1,17,0.5,
46,-1,1,0.0,
46,-1,3,0.0,
46,-1,5,1.0,
46,-1,6,0.0,
46,-1,7,0.0,
46,-1,8,0.0,
46,-1,9,,5.0
46,-1,10,,5.0
46,-1,11,,0.0
46,-1,12,,4.0
46,-1,13,,5.0
47,-1,1,0.0,
47,-1,3,0.0,
47,-1,4,1.0,
47,-1,5,1.0,
47,-1,9,,8.0
47,-1,10,,3.0
47,-1,12,,3.0
47,-1,14,,0.0
47,-1,17,1.0,
4,-1,2,0.0,
4,-1,4,0.5,
4,-1,5,0.5,
4,-1,6,0.5,
4,-1,8,0.0,
4,-1,10,,9.0
4,-1,11,,2.0
13,-1,1,0.0,
13,-1,2,0.0,
13,-1,6,,1.0
13,-1,7,,0.0
13,-1,10,,6.0
8,-1,1,0.0,
8,-1,3,,4.0
8,-1,4,,0.0
8,-1,9,,0.0
8,-1,10,,8.0
8,-1,11,,3.0
8,-1,13,,3.0
8,-1,14,,0.0
8,-1,16,,2.0
12,-1,1,0.0,
12,-1,2,1.0,
12,-1,3,2.0,
12,-1,4,2.0,
12,-1,5,1.0,
12,-1,16,,0.0
12,-1,17,,14.0
14,-1,1,0.0,
14,-1,2,0.0,
14,-1,4,0.0,
14,-1,5,0.0,
14,-1,6,0.0,
14,-1,10,,0.0
14,-1,16,,0.0
14,-1,17,,2.0
35,-2,1,0.0,
35,-2,2,2.0,
35,-2,3,1.0,
35,-2,4,0.0,
35,-2,5,1.0,
53,-2,1,0.0,
53,-2,2,1.0,
53,-2,3,1.0,3.0
53,-2,4,0.0,
53,-2,5,1.0,
27,-2,1,0.0,
27,-2,2,,3.0
27,-2,3,,10.0
27,-2,4,,0.0
27,-2,5,,0.0
27,-2,6,,10.0
27,-2,7,,0.0
27,-2,8,,0.0
27,-2,9,,10.0
27,-2,10,,15.0
27,-2,11,,11.0
27,-2,12,,3.0
27,-2,13,,6.0
27,-2,14,,0.0
27,-2,15,,0.0
27,-2,16,,6.0
27,-2,17,,2.0
40,-2,1,0.0,
40,-2,2,0.5,
40,-2,3,0.5,
40,-2,4,0.0,
40,-2,5,0.0,
40,-2,6,,10.0
40,-2,7,,0.0
40,-2,8,,0.0
40,-2,9,,8.0
40,-2,10,,6.0
40,-2,11,,5.0
40,-2,12,,10.0
40,-2,14,,0.0
40,-2,15,,0.0
40,-2,16,,6.0
40,-2,17,,5.0
19,-2,1,0.0,
19,-2,2,1.0,
19,-2,3,1.0,
19,-2,4,0.0,
19,-2,5,0.0,
19,-2,6,2.0,
19,-2,7,,0.0
19,-2,8,,0.0
19,-2,9,1.0,10.0
19,-2,10,1.0,
19,-2,11,,10.0
19,-2,12,,15.0
19,-2,13,,10.0
19,-2,14,,0.0
19,-2,15,,0.0
19,-2,16,,10.0
19,-2,17,,4.0
22,-2,1,0.0,
22,-2,2,,5.0
22,-2,3,,4.0
22,-2,4,,0.0
22,-2,5,,0.0
22,-2,6,,0.0
22,-2,7,,0.0
22,-2,8,,0.0
22,-2,9,,0.0
22,-2,10,0.5,
22,-2,11,0.5,2.0
22,-2,12,,0.0
22,-2,13,,5.0
22,-2,14,,0.0
22,-2,15,,0.0
22,-2,16,,5.0
22,-2,17,,4.0
29,-2,1,0.0,
29,-2,2,0.5,
29,-2,3,,4.0
29,-2,4,0.0,
29,-2,5,0.0,
29,-2,6,,5.0
29,-2,7,,0.0
29,-2,8,,0.0
29,-2,9,,0.0
29,-2,10,,10.0
29,-2,11,,10.0
29,-2,12,,5.0
29,-2,13,,5.0
29,-2,14,,0.0
29,-2,15,,0.0
29,-2,16,,0.0
29,-2,17,,2.0
16,-2,1,0.0,
16,-2,2,0.5,
16,-2,3,0.5,
16,-2,4,0.0,
16,-2,5,0.5,
16,-2,6,0.0,
16,-2,10,,0.0
16,-2,11,,8.0
16,-2,12,,2.0
24,-2,1,0.0,
24,-2,2,,4.0
24,-2,3,,6.0
24,-2,4,,5.0
24,-2,5,,0.0
24,-2,6,,2.0
24,-2,7,,0.0
24,-2,8,,0.0
24,-2,9,,2.0
24,-2,10,,3.0
24,-2,11,,2.0
24,-2,12,,2.0
24,-2,13,,5.0
24,-2,14,,0.0
24,-2,15,,0.0
24,-2,16,,0.0
17,-2,2,,4.0
17,-2,3,,0.0
17,-2,4,,0.0
17,-2,5,,4.0
17,-2,6,,5.0
17,-2,7,,0.0
17,-2,8,,0.0
17,-2,9,,5.0
17,-2,10,,4.0
30,-2,3,,8.0
30,-2,4,,0.0
30,-2,5,,0.0
30,-2,6,,2.0
30,-2,7,,0.0
30,-2,8,,0.0
30,-2,9,,0.0
30,-2,10,,0.0
30,-2,11,,1.0
30,-2,12,,1.0
30,-2,13,,1.0
30,-2,14,,0.0
30,-2,15,,0.0
30,-2,16,,2.0
30,-2,17,,1.0
33,-2,2,0.0,
33,-2,4,,0.0
33,-2,12,,0.0
33,-2,13,,1.0
33,-2,16,,1.0
23,-2,1,0.0,
23,-2,2,,5.0
23,-2,3,,8.0
23,-2,4,,0.0
23,-2,5,,0.0
23,-2,6,,0.0
23,-2,7,,0.0
23,-2,8,,0.0
23,-2,9,0.5,
23,-2,10,,4.0
23,-2,11,,4.0
23,-2,12,,5.0
23,-2,13,,4.0
23,-2,15,,0.0
23,-2,16,,6.0
23,-2,17,,4.0
15,-2,3,,2.0
15,-2,5,,0.0
15,-2,6,,0.0
15,-2,10,,1.0
15,-2,12,,2.0
15,-2,13,,0.0
18,-2,1,0.0,
18,-2,2,,4.0
18,-2,3,,6.0
18,-2,4,,0.0
18,-2,6,,0.0
18,-2,7,,0.0
18,-2,8,,4.0
18,-2,9,,5.0
18,-2,10,,1.0
18,-2,11,,0.0
18,-2,12,,0.0
18,-2,13,,0.0
18,-2,14,,0.0
18,-2,15,,0.0
18,-2,16,,0.0
18,-2,17,,1.0
26,-2,1,0.0,
26,-2,2,0.0,
26,-2,3,0.0,
26,-2,4,0.0,
26,-2,5,0.0,
26,-2,6,0.5,
26,-2,7,,0.0
26,-2,8,,0.0
26,-2,9,,0.0
26,-2,10,,0.0
26,-2,11,,0.0
26,-2,12,,0.0
26,-2,13,,0.0
26,-2,15,,0.0
26,-2,16,,0.0
26,-2,17,,2.0
50,-2,3,1.0,
50,-2,4,0.0,
50,-2,6,,1.0
50,-2,7,,0.0
50,-2,16,,1.0
51,-2,4,,0.0
51,-2,5,,0.0
51,-2,6,,0.0
51,-2,7,,0.0
51,-2,9,,0.0
51,-2,10,,0.0
51,-2,11,,0.0
51,-2,12,0.5,
32,-2,1,0.0,
32,-2,2,0.0,
32,-2,3,0.0,
32,-2,4,0.0,
32,-2,5,0.0,
32,-2,6,0.0,
32,-2,8,,0.0
32,-2,9,,0.0
32,-2,10,,0.0
32,-2,11,,0.0
32,-2,12,,0.0
32,-2,13,,0.0
32,-2,15,,0.0
32,-2,16,,0.0
32,-2,17,,0.0
43,-2,3,5.0,
43,-2,4,0.0,
43,-2,13,,0.0
43,-2,14,,0.0
43,-2,15,,0.0
43,-2,16,,0.0
43,-2,17,,1.0
34,-2,1,0.0,
34,-2,2,0.0,
34,-2,4,0.0,
34,-2,5,0.0,
34,-2,6,0.0,
34,-2,7,0.0,
34,-2,8,0.0,
34,-2,9,,5.0
34,-2,10,,0.0
34,-2,11,,0.0
34,-2,12,1.0,
34,-2,13,1.0,4.0
34,-2,14,,0.0
34,-2,15,,0.0
34,-2,16,,0.0
36,-2,6,,5.0
36,-2,7,,0.0
36,-2,11,,1.0
44,-2,3,0.0,
44,-2,4,0.0,
44,-2,5,0.0,
44,-2,6,0.0,
44,-2,7,0.0,
44,-2,10,,0.0
44,-2,11,,0.0
44,-2,12,,0.0
45,-2,3,2.0,
45,-2,4,0.0,
45,-2,5,0.0,
45,-2,7,0.0,
45,-2,10,,12.0
45,-2,11,,4.0
45,-2,12,,4.0
45,-2,13,,2.0
45,-2,14,,0.0
45,-2,16,,5.0
42,-2,1,0.0,
42,-2,2,,4.0
42,-2,3,,4.0
42,-2,4,,0.0
42,-2,5,,0.0
42,-2,7,,0.0
42,-2,9,,3.0
42,-2,10,0.5,
42,-2,11,,3.0
42,-2,14,,0.0
