student_id,teacher_id,day,hifz,murajaah
5,-1,1,1.0,
5,-1,2,1.0,
5,-1,3,,4.0
5,-1,4,1.0,
5,-1,5,,0.0
5,-1,6,,6.0
5,-1,7,,10.0
5,-1,8,,11.0
5,-1,9,0.5,10.0
5,-1,10,0.5,10.0
5,-1,11,,0.0
5,-1,12,,10.0
5,-1,13,,0.0
5,-1,14,2.0,
5,-1,15,1.0,
5,-1,16,,5.0
5,-1,17,2.0,
5,-1,18,2.0,
5,-1,19,,7.0
5,-1,20,,11.0
5,-1,21,,7.0
5,-1,22,,0.0
5,-1,23,,10.0
5,-1,26,,8.0
5,-1,27,,0.0
5,-1,28,,6.0
5,-1,29,1.0,
5,-1,30,1.0,
25,-1,1,0.5,
25,-1,2,0.5,
25,-1,3,0.5,
25,-1,4,0.5,
25,-1,5,,0.0
25,-1,7,,6.0
25,-1,8,,7.0
25,-1,9,,5.0
25,-1,10,,7.0
25,-1,11,,0.0
25,-1,12,,5.0
25,-1,13,,0.0
25,-1,14,,0.0
25,-1,15,,1.0
25,-1,16,,1.0
25,-1,17,,1.0
25,-1,18,,0.0
25,-1,19,,1.0
25,-1,20,,0.0
25,-1,21,,0.0
25,-1,22,,0.0
25,-1,23,,3.0
25,-1,24,,5.0
25,-1,25,,0.0
25,-1,26,,5.0
25,-1,27,,0.0
25,-1,28,,1.0
25,-1,29,0.5,
25,-1,30,0.5,
9,-1,1,0.5,
9,-1,2,1.0,
9,-1,3,1.0,
9,-1,4,1.0,
9,-1,5,,0.0
9,-1,6,,0.0
9,-1,7,,5.0
9,-1,8,,10.0
9,-1,9,1.0,10.0
9,-1,10,,11.0
9,-1,11,,0.0
9,-1,12,,10.0
9,-1,13,,0.0
9,-1,14,1.0,
9,-1,15,,0.0
9,-1,16,,5.0
9,-1,17,,4.0
9,-1,18,,4.0
9,-1,21,,3.0
9,-1,22,,0.0
9,-1,23,,8.0
9,-1,24,,0.0
9,-1,25,,0.0
9,-1,26,,0.0
9,-1,27,,0.0
9,-1,29,,4.0
46,-1,1,0.0,
46,-1,2,0.5,
46,-1,3,0.5,
46,-1,4,0.0,
46,-1,5,,0.0
46,-1,6,,0.0
46,-1,7,,7.0
46,-1,8,,11.0
46,-1,10,,14.0
46,-1,11,,0.0
46,-1,12,,11.0
46,-1,13,,0.0
46,-1,14,,0.0
46,-1,15,1.0,
46,-1,16,,3.0
46,-1,17,,2.0
46,-1,18,,3.0
46,-1,19,,1.0
46,-1,20,,0.0
46,-1,21,,0.0
46,-1,22,,0.0
46,-1,23,,5.0
46,-1,24,,1.0
46,-1,25,,0.0
46,-1,26,,3.0
46,-1,27,,0.0
46,-1,29,,3.0
46,-1,30,,4.0
47,-1,1,1.0,
47,-1,2,2.0,
47,-1,6,,0.0
47,-1,7,1.0,10.0
47,-1,8,,11.0
47,-1,9,0.5,10.0
47,-1,10,,10.0
47,-1,11,,0.0
47,-1,13,,0.0
47,-1,14,1.0,
47,-1,15,1.0,
47,-1,16,1.0,
47,-1,18,1.0,
47,-1,21,,10.0
47,-1,22,,0.0
47,-1,23,1.0,10.0
47,-1,24,,17.0
47,-1,25,,0.0
47,-1,27,,0.0
47,-1,28,,5.0
47,-1,29,,0.0
47,-1,30,1.0,
4,-1,1,,4.0
4,-1,3,,4.0
4,-1,6,,2.0
4,-1,7,,14.0
4,-1,8,,10.0
4,-1,9,,10.0
4,-1,10,,7.0
4,-1,11,,0.0
4,-1,13,,0.0
4,-1,14,1.0,
4,-1,15,,4.0
4,-1,18,,4.0
4,-1,21,,0.0
4,-1,22,,0.0
4,-1,23,,12.0
4,-1,24,,0.0
4,-1,25,,0.0
4,-1,27,,0.0
4,-1,28,2.0,
4,-1,29,1.0,
4,-1,30,,4.0
13,-1,2,0.5,
13,-1,3,0.0,
13,-1,4,0.0,
13,-1,5,0.0,
13,-1,6,1.0,
13,-1,7,,10.0
13,-1,8,,10.0
13,-1,10,,5.0
13,-1,11,,0.0
13,-1,12,,6.0
13,-1,13,,0.0
13,-1,14,,0.0
