student_id,teacher_id,day,hifz,murajaah
5,-1,1,,10.0
5,-1,2,2.0,8.0
5,-1,3,,8.0
5,-1,4,2.0,10.0
5,-1,5,2.0,10.0
5,-1,6,,10.0
5,-1,7,2.0,
5,-1,8,,0.0
5,-1,9,,0.0
5,-1,18,3.0,8.0
5,-1,19,,15.0
5,-1,20,,0.0
5,-1,21,,5.0
5,-1,22,,10.0
5,-1,23,1.0,5.0
5,-1,25,2.0,18.0
5,-1,26,1.0,10.0
5,-1,27,,10.0
5,-1,28,,10.0
5,-1,29,,10.0
25,-1,1,,0.0
25,-1,2,,4.0
25,-1,3,,0.0
25,-1,4,,0.5
25,-1,6,0.5,
25,-1,8,,0.0
25,-1,9,,0.0
25,-1,18,,2.0
25,-1,19,,4.0
25,-1,20,,4.0
25,-1,22,0.5,
25,-1,23,0.5,4.0
25,-1,25,,0.0
25,-1,26,,4.0
25,-1,27,,8.0
25,-1,28,,4.0
25,-1,29,,3.0
9,-1,1,,9.0
9,-1,2,,6.0
9,-1,3,,2.0
9,-1,4,1.0,
9,-1,5,1.0,
9,-1,6,0.0,
9,-1,7,0.5,
9,-1,8,,0.0
9,-1,9,,0.0
9,-1,18,,2.0
9,-1,19,,3.0
9,-1,20,,3.0
9,-1,21,,3.0
9,-1,22,,2.0
9,-1,23,,2.0
9,-1,24,,0.0
9,-1,25,,0.0
9,-1,26,,3.0
9,-1,27,,10.0
46,-1,3,,0.0
46,-1,4,1.0,
46,-1,5,0.0,
46,-1,6,1.0,
46,-1,7,0.5,
46,-1,8,,0.0
46,-1,9,,0.0
46,-1,23,,0.0
46,-1,24,,0.0
46,-1,25,,4.0
46,-1,26,,10.0
46,-1,27,,10.0
46,-1,28,,9.0
46,-1,29,,10.0
47,-1,1,,6.0
47,-1,2,,9.0
47,-1,5,,3.0
47,-1,9,,0.0
47,-1,18,,8.0
47,-1,19,,4.0
47,-1,20,,10.0
47,-1,25,,7.0
47,-1,27,,11.0
47,-1,29,,10.0
4,-1,18,,5.0
4,-1,20,,5.0
4,-1,21,,11.0
4,-1,25,,10.0
4,-1,26,,10.0
4,-1,28,,10.0
13,-1,1,,0.0
13,-1,2,,2.0
13,-1,5,,4.0
13,-1,6,,0.0
13,-1,8,,0.0
13,-1,9,,0.0
13,-1,22,,0.0
13,-1,25,,0.0
13,-1,26,,3.0
13,-1,27,,7.0
13,-1,28,,2.0
13,-1,29,,5.0
27,-2,1,1.0,20.0
27,-2,2,1.0,20.0
27,-2,3,,0.0
27,-2,4,,30.0
27,-2,5,1.0,
27,-2,6,1.0,
27,-2,7,1.0,
27,-2,8,0.0,
27,-2,9,0.0,
